player_height_cm,player_weight_kg,position,team,age,games_played,minutes_per_game,points_per_game,assists_per_game,rebounds_per_game,steals_per_game,blocks_per_game,turnovers_per_game,label
190,126,PG,Team_13,20,41,2.3,29.4,8.3,10.0,0.68,1.89,1.43,Rotation
217,79,SF,Team_1,25,18,25.1,1.7,3.4,10.8,0.53,2.34,3.86,Rotation
210,91,SG,Team_16,35,2,26.5,16.2,7.8,7.0,2.51,0.51,0.75,Rotation
187,109,PG,Team_19,21,3,10.2,7.5,0.6,10.6,1.49,0.48,3.71,Bench
181,94,C,Team_28,22,37,24.8,31.9,11.8,3.6,0.45,2.64,4.69,Rotation
210,84,SF,Team_19,21,72,2.2,19.1,7.7,4.3,1.4,2.91,0.41,Rotation
183,82,SG,Team_21,26,71,1.2,30.9,2.2,9.7,2.44,1.38,3.79,Rotation
206,77,SG,Team_26,29,33,15.5,23.5,8.7,7.2,0.96,0.07,2.67,Rotation
185,90,C,Team_30,34,50,18.4,4.7,7.7,5.8,0.53,2.15,0.89,Bench
182,90,C,Team_13,32,30,0.7,29.6,11.6,1.0,2.29,0.85,3.13,Rotation
207,91,PG,Team_29,37,36,22.4,11.1,3.5,14.8,0.08,0.2,1.02,Rotation
197,115,PG,Team_7,20,43,31.6,26.0,0.7,3.4,1.71,1.18,3.65,Starter
199,102,PG,Team_15,30,58,15.6,17.8,2.2,9.3,2.13,1.13,3.87,Rotation
182,114,PF,Team_26,29,17,28.4,25.6,5.0,11.9,1.38,1.71,1.89,Rotation
219,96,SF,Team_6,34,24,5.7,18.5,2.9,7.6,0.08,0.8,3.27,Rotation
196,109,SG,Team_4,29,9,20.1,32.5,8.9,8.7,2.51,2.5,3.6,Rotation
178,119,SF,Team_22,21,68,30.0,17.9,0.6,8.0,2.11,0.61,2.77,Rotation
214,91,C,Team_23,28,78,25.9,2.1,1.5,9.5,0.11,1.55,3.34,Rotation
177,99,SF,Team_20,23,24,29.6,15.8,3.7,6.2,1.33,0.62,4.91,Rotation
203,78,SF,Team_11,31,50,27.4,33.9,6.7,5.3,0.97,1.68,2.76,Rotation
215,114,PG,Team_24,24,52,4.6,27.6,3.5,14.8,2.83,2.28,3.39,Rotation
203,104,C,Team_21,38,9,3.9,22.1,6.7,5.6,1.41,1.88,4.67,Rotation
208,87,SF,Team_19,21,48,37.1,5.3,3.7,6.7,0.37,1.5,4.2,Rotation
208,111,SG,Team_2,27,37,18.3,6.4,9.1,2.4,0.0,0.88,1.96,Bench
202,74,PG,Team_17,39,45,27.8,25.3,8.9,12.4,1.63,2.75,3.77,Rotation
187,96,SF,Team_15,25,69,25.9,25.6,9.5,11.6,0.84,2.03,2.63,Rotation
189,126,C,Team_20,25,10,1.7,13.1,11.5,11.0,0.93,1.81,0.95,Rotation
197,75,SG,Team_18,20,15,18.9,34.8,9.9,13.0,2.53,0.17,1.44,Rotation
218,101,C,Team_12,26,31,19.8,24.2,9.9,0.3,0.83,2.18,0.24,Rotation
200,77,C,Team_3,36,1,30.7,31.3,4.6,0.3,1.62,2.63,1.72,Starter
178,125,C,Team_17,19,57,36.6,1.6,3.7,14.7,1.47,0.43,4.07,Rotation
200,108,PF,Team_14,28,37,11.0,21.8,2.7,2.9,0.94,0.69,4.55,Rotation
214,90,SG,Team_29,24,78,2.2,26.2,5.3,13.3,1.76,0.3,4.33,Rotation
183,87,C,Team_6,36,56,18.1,27.9,4.5,11.9,1.94,1.86,0.29,Rotation
179,83,PF,Team_4,31,76,1.1,23.5,2.7,7.8,0.8,0.61,3.57,Rotation
206,84,PG,Team_21,39,70,14.6,21.2,0.0,0.6,0.7,2.68,1.26,Rotation
194,111,PF,Team_8,19,58,10.4,26.1,5.5,3.1,0.91,0.46,2.38,Rotation
185,95,PG,Team_27,19,56,9.2,1.3,11.8,1.0,0.88,2.86,3.59,Bench
189,122,PF,Team_20,30,66,0.1,26.3,8.8,11.7,0.72,0.11,0.6,Rotation
206,113,C,Team_22,26,14,9.5,11.5,11.3,7.6,2.92,0.36,2.14,Rotation
202,101,PF,Team_3,39,57,12.2,26.6,6.0,14.8,1.06,2.85,2.98,Rotation
196,108,PF,Team_8,23,2,34.6,27.2,11.8,8.1,0.02,1.73,3.72,Starter
215,97,C,Team_13,21,57,3.4,9.7,2.4,1.7,2.05,2.97,2.51,Bench
191,129,PG,Team_19,36,26,29.1,25.0,6.6,1.5,0.71,1.16,2.21,Rotation
200,108,C,Team_15,24,14,27.5,11.5,3.1,7.9,1.21,2.45,0.6,Rotation
218,112,SG,Team_23,22,59,12.4,25.4,2.7,8.8,2.13,2.81,3.03,Rotation
181,101,PF,Team_7,33,2,34.5,6.6,11.2,2.3,1.44,2.43,0.21,Rotation
216,82,SG,Team_3,22,27,24.9,2.7,6.9,2.3,2.14,0.92,0.49,Rotation
200,84,C,Team_19,24,46,3.7,20.6,1.0,13.7,2.81,0.74,2.43,Rotation
199,87,C,Team_26,36,64,7.8,6.8,4.4,12.7,0.13,0.96,4.75,Bench
184,108,SF,Team_10,36,52,15.2,31.3,10.1,0.2,0.26,2.56,0.36,Rotation
219,75,SG,Team_28,28,19,36.8,5.5,1.1,11.2,1.13,0.62,3.08,Rotation
193,124,SF,Team_27,31,10,10.0,21.2,0.3,7.9,0.41,0.41,0.47,Rotation
185,80,SG,Team_16,38,24,16.3,24.4,10.1,9.7,1.76,1.6,4.62,Rotation
187,101,SF,Team_14,36,62,21.3,0.1,8.2,0.6,2.91,0.52,3.86,Rotation
182,109,SF,Team_8,25,3,13.5,30.4,0.8,6.6,2.14,0.76,2.73,Rotation
214,89,SG,Team_11,26,53,26.6,25.4,2.2,7.1,2.15,0.94,4.26,Rotation
178,102,C,Team_19,24,59,25.1,26.9,0.9,1.9,0.81,0.02,2.78,Rotation
205,109,PG,Team_2,20,27,2.3,2.0,0.8,13.9,1.76,2.23,4.64,Bench
202,77,C,Team_5,26,9,16.3,12.3,10.8,0.2,1.88,2.01,0.47,Rotation
185,120,PG,Team_11,28,35,29.7,22.5,9.0,1.4,2.71,1.7,2.6,Rotation
217,104,SG,Team_7,35,79,24.3,8.0,6.2,8.5,2.05,2.8,1.21,Rotation
175,74,PF,Team_8,30,32,17.5,29.1,3.8,0.1,2.08,2.58,3.8,Rotation
212,104,C,Team_17,29,58,27.7,14.3,7.3,14.9,0.35,2.86,2.64,Rotation
198,116,SF,Team_12,35,44,25.5,28.0,3.4,0.4,2.01,2.39,0.8,Rotation
205,83,C,Team_18,34,50,31.8,30.7,1.7,9.5,2.63,1.46,3.24,Starter
215,90,SG,Team_29,28,45,1.9,16.6,5.8,5.4,0.82,1.31,2.33,Rotation
200,116,PF,Team_7,38,12,20.3,8.0,10.1,1.7,0.17,2.84,4.22,Rotation
179,93,PF,Team_9,21,3,25.1,13.3,8.2,12.9,0.92,2.03,0.64,Rotation
194,86,C,Team_19,37,41,25.7,17.5,9.4,8.2,0.86,0.75,3.9,Rotation
215,87,C,Team_14,22,26,35.1,15.9,2.1,10.1,0.32,2.3,4.61,Rotation
185,103,C,Team_24,37,7,15.6,0.2,11.5,11.8,1.13,2.96,2.05,Bench
207,81,SG,Team_30,27,45,30.2,3.0,0.9,8.3,2.48,1.12,3.93,Rotation
212,85,PG,Team_26,38,7,29.9,16.0,6.1,3.8,2.67,2.81,0.42,Rotation
201,73,PG,Team_19,35,25,10.2,15.3,4.5,4.7,2.49,0.78,4.87,Rotation
208,94,SF,Team_20,22,0,10.2,31.2,7.1,12.4,2.83,1.41,0.32,Rotation
189,103,SG,Team_18,35,60,35.8,9.7,11.3,11.8,2.78,2.78,3.58,Rotation
206,97,PF,Team_25,21,81,12.3,34.2,1.3,0.2,0.55,0.5,4.43,Rotation
195,115,SF,Team_30,38,38,15.7,34.0,1.6,8.7,0.13,0.14,2.11,Rotation
179,80,PF,Team_15,22,8,23.0,6.6,4.0,11.3,0.46,2.5,0.74,Rotation
180,82,PF,Team_21,27,26,12.0,0.9,7.7,1.5,1.34,2.63,2.32,Bench
212,100,C,Team_21,24,69,25.1,6.9,1.8,9.2,2.55,0.02,4.63,Rotation
196,129,PF,Team_4,37,19,11.0,14.7,1.6,7.0,1.55,2.12,2.92,Rotation
192,94,PF,Team_13,25,64,20.0,12.9,9.5,3.3,2.7,1.1,1.31,Rotation
188,108,SG,Team_5,34,15,21.3,16.6,9.5,9.6,0.2,1.06,0.72,Rotation
184,79,C,Team_12,33,67,30.4,24.2,8.2,4.5,2.81,1.2,0.12,Starter
187,93,C,Team_30,34,66,32.7,18.1,4.9,3.0,2.65,0.61,2.72,Rotation
205,70,SF,Team_17,32,21,25.9,12.1,6.9,6.7,2.03,1.51,4.4,Rotation
204,122,C,Team_10,22,72,10.3,23.6,7.4,9.0,0.63,1.8,4.81,Rotation
177,94,PG,Team_30,20,55,17.6,11.7,8.1,6.5,2.82,0.65,0.41,Rotation
204,97,SG,Team_26,25,56,21.4,12.3,2.8,13.7,0.65,2.45,0.84,Rotation
180,105,SF,Team_12,25,53,11.3,12.0,6.2,13.5,2.83,2.13,0.17,Rotation
203,87,PG,Team_6,24,7,35.7,10.6,12.0,5.5,2.81,2.77,3.94,Rotation
182,75,PF,Team_27,38,6,4.1,24.5,2.1,3.2,2.43,0.68,1.75,Rotation
218,71,PG,Team_20,27,75,31.7,6.1,0.9,13.5,2.66,1.21,1.58,Rotation
219,72,SF,Team_28,35,0,16.2,27.1,0.8,6.2,1.63,0.48,2.08,Rotation
217,115,C,Team_20,39,53,35.9,32.3,8.0,4.7,2.14,0.13,1.57,Starter
218,77,SG,Team_12,29,11,20.2,9.7,9.8,14.4,0.07,1.06,3.52,Rotation
207,100,SF,Team_13,34,79,27.7,24.6,2.8,7.4,0.05,0.3,2.52,Rotation
191,117,PG,Team_21,19,13,27.9,21.1,0.4,13.1,2.8,2.02,3.12,Rotation
185,88,PG,Team_30,34,18,26.5,10.5,8.6,0.1,0.83,1.24,1.89,Rotation
187,119,SF,Team_17,35,18,1.9,8.3,9.0,0.8,2.46,2.56,1.36,Bench
185,75,SF,Team_20,24,76,23.6,33.0,3.2,7.2,1.2,1.32,0.16,Rotation
205,83,SF,Team_10,29,73,34.0,24.4,0.2,9.8,2.44,2.96,1.27,Starter
202,72,C,Team_19,25,27,32.1,22.6,9.6,7.2,0.38,1.94,0.65,Starter
218,117,SF,Team_5,34,76,34.8,34.9,4.3,7.1,0.51,2.13,2.28,Starter
180,70,PF,Team_26,20,14,16.9,12.4,6.2,5.0,1.95,2.64,2.47,Rotation
215,113,SG,Team_5,38,80,17.3,8.0,10.8,6.8,0.0,0.21,0.16,Bench
190,99,SG,Team_8,31,62,30.7,11.5,2.5,12.5,1.07,1.67,4.68,Rotation
178,115,PF,Team_30,31,22,11.5,6.0,1.6,11.4,0.25,2.54,4.24,Bench
209,88,PG,Team_17,33,42,29.1,32.4,7.0,3.4,0.79,2.88,3.11,Rotation
200,123,PG,Team_3,33,9,19.2,24.4,8.0,10.8,2.49,1.96,4.56,Rotation
186,88,PG,Team_21,27,35,10.0,21.2,4.7,10.3,2.79,1.99,3.68,Rotation
185,78,PG,Team_16,36,62,24.5,28.2,0.4,2.0,1.3,2.27,0.46,Rotation
211,76,C,Team_27,32,48,11.2,18.1,1.1,13.0,2.46,0.82,0.96,Rotation
199,115,PF,Team_19,32,13,25.5,6.7,3.2,0.9,0.05,1.63,0.84,Rotation
192,106,SG,Team_6,22,33,21.6,5.4,2.6,0.1,2.32,0.18,0.33,Rotation
193,119,PF,Team_10,32,38,27.4,18.3,3.8,12.1,2.9,0.81,0.54,Rotation
197,110,SG,Team_16,28,31,22.8,28.2,6.5,9.7,2.04,0.95,4.41,Rotation
212,122,PG,Team_13,29,79,28.8,7.8,0.7,2.8,2.27,1.81,3.58,Rotation
192,76,C,Team_3,19,80,37.9,24.7,2.7,10.9,2.45,2.99,4.88,Starter
200,78,SF,Team_22,32,21,17.8,8.7,9.6,13.2,1.09,0.11,3.04,Bench
180,73,SF,Team_8,26,34,22.7,15.1,2.0,2.6,0.3,2.61,1.62,Rotation
178,94,PG,Team_20,24,22,3.9,2.1,3.6,5.0,1.29,2.63,1.59,Bench
218,118,PG,Team_8,29,24,36.1,17.6,5.5,12.3,0.11,1.97,3.44,Rotation
203,81,PF,Team_7,32,68,22.7,5.9,1.9,11.4,2.03,0.11,0.78,Rotation
208,75,C,Team_27,25,5,3.9,29.6,9.1,9.1,2.6,2.8,1.69,Rotation
191,87,C,Team_11,25,59,15.2,33.5,0.3,5.8,2.62,2.95,3.21,Rotation
217,109,PF,Team_29,39,5,3.1,2.9,5.1,6.2,2.56,0.9,4.74,Bench
217,90,C,Team_20,37,18,18.9,18.7,6.6,6.5,1.09,0.33,3.43,Rotation
190,84,C,Team_3,28,18,10.5,24.6,1.5,13.9,1.83,2.78,2.22,Rotation
176,72,SF,Team_21,27,11,12.9,2.3,8.3,7.8,1.16,0.1,0.98,Bench
208,71,C,Team_21,36,12,2.6,19.4,1.2,7.7,0.06,2.2,4.9,Rotation
182,125,PG,Team_30,35,49,29.0,32.8,6.7,5.5,1.05,2.97,1.6,Rotation
187,124,SF,Team_7,31,66,32.0,18.4,10.8,9.6,2.76,1.28,2.8,Rotation
216,110,PG,Team_11,22,75,5.3,21.7,2.0,8.3,1.49,1.1,1.78,Rotation
182,109,PG,Team_17,39,30,28.5,11.5,6.9,9.8,2.1,0.8,0.79,Rotation
204,128,PF,Team_25,25,76,4.9,21.5,9.9,14.1,2.44,1.37,3.28,Rotation
206,73,C,Team_18,26,22,3.3,31.1,2.6,12.1,0.21,0.88,4.65,Rotation
210,101,C,Team_25,34,76,4.3,11.5,0.2,0.9,1.08,2.87,1.23,Rotation
204,71,C,Team_9,30,69,1.2,27.0,0.3,14.8,2.94,0.86,2.39,Rotation
175,115,C,Team_13,19,57,14.3,20.0,2.9,3.7,0.06,2.94,3.97,Rotation
217,98,SF,Team_29,24,66,36.2,9.0,8.6,9.6,2.96,0.33,0.5,Rotation
213,71,SG,Team_30,19,70,34.2,13.7,4.1,9.3,2.36,0.02,3.81,Rotation
191,103,PG,Team_15,26,9,12.6,12.5,5.8,0.7,0.34,0.46,3.75,Rotation
194,96,SG,Team_19,30,67,30.2,16.4,0.7,14.8,1.59,0.34,3.49,Rotation
198,129,SG,Team_15,34,43,31.3,3.9,10.6,6.5,2.82,0.3,3.28,Rotation
196,123,SG,Team_7,19,69,5.8,5.3,4.9,12.2,2.38,0.55,0.04,Bench
203,108,SF,Team_3,22,81,8.7,13.2,9.5,5.8,2.35,0.25,4.11,Rotation
196,113,SG,Team_24,37,70,26.2,19.7,0.2,5.6,2.21,2.64,2.35,Rotation
218,107,SF,Team_8,36,7,10.0,21.6,8.4,10.0,0.12,0.98,3.95,Rotation
183,87,PF,Team_13,26,27,35.6,31.9,6.0,5.1,1.8,2.7,0.38,Starter
211,105,PF,Team_16,24,54,8.8,19.9,3.1,6.5,0.91,1.54,1.1,Rotation
184,88,PF,Team_3,31,66,30.4,25.5,8.6,7.1,0.58,1.05,2.6,Starter
210,96,SF,Team_21,38,76,28.8,16.9,5.9,6.5,1.13,2.64,1.22,Rotation
211,114,SF,Team_23,21,38,19.1,18.3,7.2,4.6,2.36,1.38,2.48,Rotation
202,89,PG,Team_1,33,32,10.0,20.6,8.8,11.9,0.38,1.98,1.97,Rotation
202,90,SG,Team_3,24,79,1.3,18.3,1.1,12.0,0.96,0.97,0.65,Rotation
216,92,C,Team_16,24,74,31.5,10.8,8.3,11.7,1.06,0.08,0.3,Rotation
217,99,C,Team_1,23,28,14.4,34.2,5.1,0.3,0.38,1.69,2.07,Rotation
195,94,SG,Team_18,37,16,12.9,21.7,11.2,7.8,0.41,0.89,1.73,Rotation
198,100,C,Team_14,28,36,1.7,12.1,10.5,12.1,0.65,1.55,2.38,Rotation
216,96,C,Team_30,27,5,5.8,28.0,9.0,0.1,1.89,0.14,1.55,Rotation
214,103,C,Team_7,32,45,14.0,5.7,8.8,3.6,1.27,0.53,3.34,Bench
176,77,SF,Team_23,23,13,26.3,34.7,10.6,7.9,3.0,2.31,4.34,Rotation
182,88,SF,Team_3,25,36,7.9,27.6,9.5,5.7,0.47,2.25,3.36,Rotation
201,110,SF,Team_29,35,75,6.2,3.4,11.5,11.8,0.22,0.06,4.68,Bench
196,95,SG,Team_22,35,28,10.0,29.7,10.4,8.3,2.9,1.16,3.08,Rotation
211,97,PF,Team_16,27,80,10.8,9.0,4.0,10.5,2.05,3.0,0.55,Bench
201,73,C,Team_29,25,48,15.6,22.3,8.4,0.5,0.47,1.01,1.1,Rotation
203,100,PG,Team_6,19,1,13.7,5.8,10.4,2.1,2.39,0.08,4.19,Bench
177,85,SF,Team_18,20,69,2.8,24.9,9.7,7.6,1.19,1.05,1.98,Rotation
218,120,PG,Team_29,28,69,23.5,26.5,7.5,12.4,2.16,0.88,1.43,Rotation
187,79,C,Team_25,37,64,5.0,29.8,6.0,1.0,1.17,2.04,0.93,Rotation
219,107,PF,Team_13,26,45,33.0,17.1,1.0,0.3,1.94,0.27,2.56,Rotation
184,117,PG,Team_24,27,62,32.7,19.4,3.8,9.7,2.09,2.83,4.4,Rotation
210,79,C,Team_2,33,20,2.8,7.5,7.3,6.8,0.13,0.5,3.94,Bench
183,114,C,Team_12,29,26,15.7,18.0,6.9,4.4,0.57,0.38,0.02,Rotation
201,78,SF,Team_4,30,62,18.1,18.6,9.0,2.2,1.76,1.24,2.57,Rotation
208,108,PF,Team_9,36,22,37.8,28.3,10.5,4.4,0.14,1.55,2.96,Starter
175,105,C,Team_20,20,38,9.5,24.9,6.7,4.0,0.85,1.89,2.64,Rotation
206,120,PF,Team_23,33,57,24.2,24.4,7.7,0.8,2.63,0.02,4.37,Rotation
199,127,SF,Team_5,28,44,17.4,1.0,5.1,9.0,2.32,1.93,3.52,Bench
203,105,PG,Team_10,25,80,29.2,19.1,0.7,12.8,2.36,1.8,4.66,Rotation
181,88,SG,Team_6,27,13,9.4,34.7,3.9,10.9,0.09,0.89,3.31,Rotation
177,129,SG,Team_1,35,21,25.9,26.3,6.5,9.3,1.35,0.8,4.22,Rotation
194,88,SG,Team_20,32,16,4.9,29.2,5.9,4.5,2.55,0.15,1.07,Rotation
194,81,PF,Team_5,27,28,0.6,17.3,6.8,7.9,0.74,1.11,0.16,Rotation
204,82,SG,Team_6,25,37,0.7,29.1,7.5,4.1,2.78,1.91,3.96,Rotation
209,94,PG,Team_22,33,30,18.7,28.6,0.8,2.3,0.06,2.51,2.06,Rotation
209,105,C,Team_21,21,57,29.3,18.6,0.1,1.4,2.31,0.14,1.48,Rotation
213,94,PF,Team_19,20,16,21.9,19.9,2.7,1.3,0.07,0.75,0.16,Rotation
201,97,PG,Team_11,21,22,1.4,1.8,6.5,7.0,1.05,0.06,3.56,Bench
200,111,PF,Team_15,20,81,21.0,29.9,4.1,10.8,2.98,0.74,2.65,Rotation
188,122,PF,Team_2,31,19,4.3,4.7,7.0,7.0,1.75,0.28,3.22,Bench
191,108,PF,Team_15,31,75,36.7,10.5,7.7,8.9,2.56,0.7,0.57,Rotation
192,99,SF,Team_7,20,3,13.4,26.1,2.1,8.5,1.09,2.6,4.84,Rotation
219,74,C,Team_17,38,72,19.1,10.5,7.0,4.6,2.76,1.13,3.36,Rotation
203,86,SG,Team_12,37,74,12.9,17.7,12.0,13.8,1.18,2.69,2.24,Rotation
194,87,SF,Team_12,27,48,17.7,5.4,11.5,11.0,0.92,2.57,2.77,Bench
201,112,C,Team_5,23,25,36.4,10.2,4.2,10.8,2.45,1.05,1.81,Rotation
192,116,SG,Team_20,39,31,9.9,25.7,2.4,7.6,2.12,1.96,0.46,Rotation
178,90,SF,Team_7,25,27,27.3,14.6,10.9,2.8,2.85,1.32,1.86,Rotation
175,91,SF,Team_2,31,50,28.7,19.7,9.0,6.5,1.15,2.45,1.23,Rotation
175,108,PG,Team_27,19,39,7.2,12.5,2.8,3.4,2.97,0.06,3.97,Rotation
200,119,SF,Team_13,27,36,27.7,32.6,4.0,2.8,0.59,1.52,3.72,Rotation
219,127,PF,Team_24,20,50,24.6,30.0,5.2,1.5,1.76,0.85,3.57,Rotation
194,126,SF,Team_9,21,56,11.1,3.9,4.7,4.0,1.15,2.81,0.05,Bench
197,75,PF,Team_29,30,79,19.9,34.2,7.4,10.1,0.39,2.13,3.18,Rotation
184,119,C,Team_15,23,71,22.4,28.3,8.7,11.6,0.33,2.1,1.93,Rotation
185,85,C,Team_28,30,66,31.8,5.5,10.8,14.0,0.97,2.64,4.75,Rotation
215,71,PF,Team_26,22,2,4.7,1.5,2.1,7.4,0.91,1.72,4.83,Bench
215,120,PG,Team_15,39,73,36.9,31.3,4.4,9.8,0.97,1.13,2.92,Starter
179,70,PG,Team_1,39,62,29.2,26.5,9.0,14.2,2.53,1.62,3.7,Rotation
175,126,C,Team_21,30,11,20.3,9.6,8.4,10.1,1.3,0.91,4.28,Rotation
191,99,SF,Team_20,23,78,29.5,33.3,10.8,10.7,1.13,0.28,2.46,Rotation
196,127,C,Team_21,32,50,27.9,31.7,8.5,11.7,2.17,2.82,2.56,Rotation
208,112,C,Team_25,32,10,17.5,7.5,1.4,3.7,1.19,0.46,3.78,Bench
219,121,PF,Team_28,28,5,12.8,14.0,8.6,11.6,2.41,1.72,4.53,Rotation
215,106,PG,Team_3,28,11,37.6,1.7,0.4,13.4,2.23,0.45,4.57,Rotation
203,117,PF,Team_30,23,81,33.6,10.8,6.7,1.0,1.49,1.05,4.31,Rotation
178,92,C,Team_1,36,24,36.1,17.4,8.0,13.6,2.89,2.01,0.82,Rotation
179,70,SG,Team_27,35,25,1.8,2.2,9.9,4.5,2.72,0.72,3.36,Bench
185,88,SF,Team_19,28,57,31.0,11.8,7.2,12.9,0.25,1.09,4.93,Rotation
195,115,C,Team_20,29,79,33.9,5.3,7.6,0.8,1.36,0.95,3.08,Rotation
209,72,PF,Team_13,33,35,18.1,32.3,1.8,13.9,0.06,2.93,2.81,Rotation
186,71,SG,Team_15,37,35,33.9,29.0,0.7,4.8,1.88,1.72,4.81,Starter
200,125,SG,Team_13,30,20,3.8,26.8,1.2,11.6,0.52,1.97,4.8,Rotation
193,106,C,Team_18,34,48,2.3,27.1,2.8,1.3,0.23,1.18,0.35,Rotation
219,86,PG,Team_17,30,59,11.1,0.5,5.4,12.1,1.63,0.34,3.52,Bench
181,97,SG,Team_1,37,61,1.0,21.1,4.7,5.3,0.4,0.53,2.94,Rotation
181,87,SF,Team_15,21,18,26.0,20.7,3.6,13.4,2.86,1.09,4.64,Rotation
200,102,PF,Team_24,31,10,35.2,34.7,10.7,7.7,2.51,1.78,3.88,Starter
214,84,PF,Team_4,39,77,11.2,22.1,1.1,13.6,2.62,0.1,3.06,Rotation
179,91,PF,Team_28,33,79,25.1,22.8,1.7,7.8,1.68,0.58,2.71,Rotation
195,110,C,Team_2,35,2,17.8,13.3,5.2,13.1,2.29,2.3,3.97,Rotation
188,96,PF,Team_26,29,56,9.7,17.5,1.6,7.6,2.61,1.9,1.65,Rotation
178,124,PF,Team_19,30,68,34.9,13.8,1.9,6.5,0.82,1.41,3.27,Rotation
197,106,SF,Team_8,35,52,36.4,31.9,11.6,11.4,0.1,0.97,4.39,Starter
216,101,PG,Team_22,23,65,5.1,7.1,5.9,5.4,1.1,0.68,1.69,Bench
194,129,C,Team_16,23,11,29.1,5.3,1.3,11.1,0.78,2.69,2.22,Rotation
189,114,C,Team_8,25,61,7.2,34.9,0.6,6.7,2.6,0.07,0.74,Rotation
219,88,PF,Team_10,21,44,18.6,32.6,8.8,2.8,0.55,0.6,3.73,Rotation
203,97,SF,Team_16,21,56,13.7,20.8,4.6,14.6,1.16,0.65,1.64,Rotation
182,97,SG,Team_5,35,1,9.3,27.0,3.4,4.1,2.64,0.89,2.02,Rotation
215,125,PF,Team_19,20,54,25.7,3.9,8.3,5.4,2.73,2.07,3.96,Rotation
193,79,PF,Team_6,33,18,32.5,26.9,8.4,7.9,0.31,2.88,1.37,Starter
213,89,C,Team_10,37,60,29.7,16.3,4.3,12.0,2.6,1.94,4.52,Rotation
202,94,C,Team_24,28,23,27.4,28.9,11.4,6.8,0.44,2.76,4.08,Rotation
201,90,PF,Team_30,29,4,2.5,18.0,4.8,3.6,1.75,2.01,0.06,Rotation
178,83,C,Team_5,27,25,3.7,25.4,4.6,10.3,2.69,1.79,2.81,Rotation
189,91,SF,Team_21,32,34,17.7,11.9,9.3,11.7,0.56,1.36,4.19,Rotation
209,122,SG,Team_19,25,18,21.1,25.6,9.8,12.1,1.82,2.1,1.43,Rotation
211,95,SG,Team_19,28,30,27.5,9.5,3.4,8.1,2.49,1.65,1.92,Rotation
175,113,SG,Team_13,19,43,13.5,33.4,8.3,10.3,2.31,1.22,3.05,Rotation
177,80,PF,Team_28,19,18,0.9,23.5,7.7,5.2,0.68,2.32,2.14,Rotation
198,124,PF,Team_15,32,80,1.4,16.7,0.4,2.2,2.46,0.51,2.49,Rotation
201,76,PF,Team_8,26,11,32.5,21.2,2.3,2.3,1.69,1.26,3.59,Starter
214,86,SF,Team_11,32,34,4.9,21.6,1.2,0.6,0.05,2.05,3.83,Rotation
210,87,SG,Team_1,25,57,35.6,29.9,10.6,3.5,1.22,2.44,2.3,Starter
208,76,C,Team_4,36,71,12.6,19.5,11.5,9.9,0.25,2.34,2.41,Rotation
203,125,C,Team_25,27,24,22.2,19.7,9.9,13.6,1.72,2.19,4.44,Rotation
198,89,PG,Team_22,33,24,6.4,20.5,3.7,11.9,2.44,1.67,4.21,Rotation
198,107,PG,Team_22,19,12,17.3,27.1,10.3,11.5,0.5,1.33,2.05,Rotation
216,80,C,Team_30,29,41,33.3,17.2,0.7,13.6,0.25,2.73,4.84,Rotation
178,113,SG,Team_26,37,14,37.4,7.5,8.2,3.4,2.17,1.54,0.41,Rotation
177,127,PF,Team_27,28,22,29.1,14.6,1.5,0.9,1.45,2.61,0.05,Rotation
208,85,C,Team_27,36,27,29.1,13.1,0.2,6.3,2.34,0.65,2.96,Rotation
197,120,C,Team_13,22,12,33.6,2.1,2.1,5.6,0.97,0.86,4.35,Rotation
197,124,PG,Team_7,36,74,9.3,28.0,11.6,9.0,2.93,1.81,2.3,Rotation
219,96,SG,Team_27,36,43,28.0,29.3,9.1,7.2,0.48,1.91,4.91,Rotation
179,120,C,Team_7,38,77,21.2,9.4,6.2,11.2,1.63,1.41,1.99,Rotation
205,80,PF,Team_6,30,51,9.9,11.3,11.2,11.9,0.13,1.95,3.17,Rotation
215,85,PF,Team_25,27,34,2.1,11.2,5.0,8.7,0.71,0.02,1.6,Rotation
180,92,SF,Team_8,36,46,7.6,18.1,0.5,3.1,2.29,0.79,4.04,Rotation
211,129,PF,Team_12,24,34,24.7,16.4,7.1,13.2,2.71,1.66,3.23,Rotation
184,128,C,Team_24,37,49,21.7,31.0,9.9,4.0,2.63,1.74,1.53,Rotation
214,81,C,Team_18,38,39,2.6,17.3,3.4,11.5,1.53,0.79,4.98,Rotation
181,128,PF,Team_23,33,76,21.4,6.2,3.8,7.6,1.32,2.98,2.44,Rotation
213,109,PG,Team_15,23,69,14.8,26.2,8.1,8.4,0.68,0.2,4.81,Rotation
212,72,SG,Team_28,29,41,0.6,30.4,9.7,2.4,1.74,1.46,2.08,Rotation
195,71,C,Team_16,31,14,34.6,21.3,5.2,8.6,2.17,1.23,3.77,Starter
194,129,PF,Team_1,20,59,9.8,26.8,1.1,12.5,2.94,2.1,4.12,Rotation
177,107,PF,Team_10,26,57,21.0,7.9,9.0,6.6,2.48,0.9,2.4,Rotation
196,117,C,Team_15,29,68,22.4,31.5,5.1,4.9,2.73,0.9,4.86,Rotation
178,121,SF,Team_24,36,32,19.0,2.6,10.9,4.0,2.41,0.59,3.88,Bench
